,PID,type2,month,M_ID,q1,q2_a_1,q5,q5_1,q5_2_1,q5_2_2,q5_2_3,q5_2_4,q5_2_5,q5_2_6,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q10_7,q10_8,q10_9,q10_10,q10_11,q10_12,wt,q6_1,q6_1_1,q6_2,q6_6_1,q6_6_2,q6_6_3,q6_6_4,q6_6_5,q6_6_6,q6_6_7,q6_6_8,q6_6_9,q6_6_10,q6_6_11,q6_6_12,q6_6_13,q6_6_14,q6_6_15,q6_6_16,q6_6_17,q6_6_18,q6_6_19,q6_6_20,q6_6_21,q6_7,q6_8,q6_9,q7_2
125,1003304,1,5,300869,1,5,1,6,,,,,,,3,3,3,9,3,9,4,4,1,4,1,1,4274.920362,911,10,1,,2,,,,6,,,,,,,,,,,,,,,,3,2,4,16700
126,1003304,1,5,300871,1,5,1,4,,,,,,,5,5,4,9,5,9,4,5,5,4,4,4,4274.920362,911,10,1,,2,,4,,,7,,,,,,,,,,,,,,,5,4,4,13500
127,1003304,1,6,301129,1,6,1,4,,,,,,,9,9,4,9,5,5,4,4,4,9,3,4,4274.920362,911,20,1,,2,,,,,,,,,,,,,,,,,,,,5,5,5,20600
128,1003304,2,7,301936,1,7,1,6,,,,,,,5,9,5,9,5,5,4,5,4,9,3,4,4274.920362,911,80,1,1,,3,,,,,,,,,,,,,,,,,,,4,5,5,16900
129,1003304,2,7,301937,1,7,1,6,,,,,,,5,5,5,9,4,5,5,5,5,5,5,5,4274.920362,911,10,1,,,,,,,,,,,,12,,,,,,,,,,5,5,5,27500
130,1003304,2,7,301938,1,7,1,6,,,,,,,5,5,5,9,5,5,5,5,5,5,5,5,4274.920362,911,10,1,1,,3,4,,,,,9,,,,,,,,,,,,,5,5,5,3000
131,1003304,2,7,301939,1,7,1,6,,,,,,,5,5,5,9,3,3,5,5,5,9,4,5,4274.920362,911,10,1,1,,,4,,,,,,,,,,,,,,,,,,5,4,5,17500
132,1003304,2,7,301942,2,7,1,6,,,,,,,5,5,5,5,3,4,4,4,4,5,4,4,4274.920362,932,340,3,1,,,,5,,,,9,,,,,,,,,,,,,5,5,5,350000
133,1003304,2,8,301943,1,8,1,6,,,,,,,3,9,3,9,4,9,2,1,3,9,1,3,4274.920362,911,20,1,,,,,,,,,,,11,,,,,,,,,,,3,3,3,29000
134,1003304,2,8,302795,1,8,1,6,,,,,,,4,5,5,9,4,5,5,5,5,5,5,5,4274.920362,911,10,1,,,,,,,,,9,,,,,,,,,,,,,5,4,5,27000
135,1003304,2,8,302797,1,8,1,6,,,,,,,9,9,5,9,4,9,4,4,5,9,2,3,4274.920362,931,190,1,,,3,,,,7,,,,,,,,,,,,,,,5,4,5,75000
136,1003304,2,9,302805,1,9,1,4,,,,,,,9,9,3,9,5,4,4,5,4,9,4,4,4274.920362,911,20,1,,,,,,,,,9,,,,,,,,,,,,,4,5,4,91000
137,1003304,2,9,302806,1,9,1,6,,,,,,,9,9,3,9,3,4,5,5,5,5,5,5,4274.920362,911,20,1,,,,,,,,8,9,,11,,,,,,,,,,,5,5,5,19500
138,1003304,2,10,303139,1,10,1,10,,,,,,,5,5,2,9,5,5,5,5,5,5,4,2,4274.920362,911,10,1,,,,,,,,,9,,,12,,,,,,,,,,4,4,3,4500
139,1003304,2,10,303141,1,10,1,6,,,,,,,5,5,5,9,5,5,5,5,5,5,4,5,4274.920362,911,10,1,,,,,,,,,9,,11,,,,,,,,,,,5,5,5,8400
140,1003304,2,10,303142,1,10,1,6,,,,,,,5,5,5,9,5,5,5,5,5,5,5,3,4274.920362,911,20,1,,,,,,,,8,9,,,,,,,,,,,,,5,5,4,15000
141,1003304,2,10,303146,1,10,1,6,,,,,,,4,9,5,9,4,3,4,3,4,5,3,1,4274.920362,911,30,1,,,,,,,,,,,11,,,,,,,,,20,,5,4,4,40000
142,1003304,2,11,303149,1,11,1,6,,,,,,,9,9,5,9,5,9,4,5,5,9,5,5,4274.920362,911,130,1,,2,,,,,,,,,,,,,,,,,,,,5,5,4,25450
143,1003304,2,11,303387,2,11,1,6,,,,,,,5,5,5,5,4,5,5,5,5,5,3,4,4274.920362,932,340,2,1,2,,,,,,,9,,,,,,,,,,,,,5,5,4,193500
144,1003304,2,12,303391,1,12,1,6,,,,,,,4,9,5,9,4,3,4,4,4,9,3,4,4274.920362,911,10,1,,2,,,,,,,9,,,,,,,,,,,,,4,4,4,39000
145,1003501,2,8,122815,2,8,1,6,,,,,,,5,9,5,5,5,9,5,5,5,9,2,3,5363.506645,932,70,3,1,2,,,5,6,,,,,,,,,,,,,,,,5,5,5,365000
146,1003502,1,5,110236,2,5,1,4,,2,,,,,5,9,5,5,4,9,5,5,5,9,3,4,4057.741382,931,10,2,1,,,,,6,,,,,,,,,,,,,,,,5,5,5,500000
147,1003502,2,8,122815,2,8,1,6,,,,,,,5,9,5,5,5,9,5,5,5,9,2,3,4057.741382,932,70,3,1,2,,,5,6,,,,,,,,,,,,,,,,5,5,5,365000
148,1003601,1,5,109327,1,5,1,7,,,,,,,3,9,4,9,4,4,4,5,5,9,4,4,4832.969459,931,180,1,,,,,,,,8,9,,,,,,,,,,,,,4,4,4,75000
149,1003602,1,5,109327,1,5,1,7,,,,,,,3,9,4,9,4,4,4,5,5,9,4,4,3938.497062,931,180,1,,,,,,,,8,9,,,,,,,,,,,,,4,4,4,75000
150,1003701,1,2,301203,1,2,2,0,,,,,,,3,3,3,9,4,3,3,3,3,3,3,3,12472.92788,911,180,1,,,3,,,,,,,,,,,,,,,,,,,4,5,3,50000
151,1003702,1,6,301198,1,6,1,7,1,,,,,,3,3,4,9,5,3,3,4,4,2,3,3,11839.26514,931,100,1,,2,3,,,,,,,,,,,,,,,,,,,1,1,1,150000
152,1003901,1,5,110237,1,5,1,4,,,,,,,5,9,4,9,5,4,4,4,4,4,4,4,4279.089996,934,80,1,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,85000
153,1003901,1,5,110245,1,5,1,4,,,,,,,4,9,4,9,4,4,4,4,4,9,4,4,4279.089996,934,40,1,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,65000
154,1003901,2,7,122958,1,7,1,4,,,,,,,5,9,5,9,4,5,5,5,5,9,5,5,4279.089996,934,80,1,1,2,,,,6,,8,,,,,,,,,,,,,,5,5,5,80000
155,1003901,2,8,122961,1,8,1,4,,,,,,,5,9,4,9,4,9,4,4,4,9,4,4,4279.089996,923,10,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,60000
156,1003901,2,9,122962,1,9,1,4,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,4279.089996,934,40,1,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,60000
157,1003901,2,10,122964,1,10,1,4,,,,,,,4,5,4,9,4,4,4,4,4,9,4,4,4279.089996,935,10,1,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,70000
158,1003901,2,11,122966,1,11,1,4,,,,,,,5,9,4,9,5,5,4,4,4,9,4,4,4279.089996,923,50,1,1,2,,,,6,,8,,,,,,,,,,,,,,5,5,5,75000
159,1003901,2,11,122967,1,11,1,4,,,,,,,5,9,5,9,5,5,4,4,4,9,4,4,4279.089996,932,310,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1003902,1,5,110237,1,5,1,4,,,,,,,5,9,4,9,5,4,4,4,4,4,4,4,4061.699186,934,80,1,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,85000
162,1003902,1,5,110245,1,5,1,4,,,,,,,4,9,4,9,4,4,4,4,4,9,4,4,4061.699186,934,40,1,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,65000
163,1003902,2,7,122958,1,7,1,4,,,,,,,5,9,5,9,4,5,5,5,5,9,5,5,4061.699186,934,80,1,1,2,,,,6,,8,,,,,,,,,,,,,,5,5,5,80000
164,1003902,2,8,122961,1,8,1,4,,,,,,,5,9,4,9,4,9,4,4,4,9,4,4,4061.699186,923,10,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,60000
165,1003902,2,9,122962,1,9,1,4,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,4061.699186,934,40,1,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,60000
166,1003902,2,10,122964,1,10,1,4,,,,,,,4,5,4,9,4,4,4,4,4,9,4,4,4061.699186,935,10,1,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,70000
167,1003902,2,10,122971,1,10,1,9,1,,,,,,5,9,5,9,5,5,5,5,5,9,5,5,4061.699186,931,380,1,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,70000
168,1003902,2,11,122966,1,11,1,4,,,,,,,5,9,4,9,5,5,4,4,4,9,4,4,4061.699186,923,50,1,1,2,,,,6,,8,,,,,,,,,,,,,,5,5,5,75000
169,1003902,2,11,122967,1,11,1,4,,,,,,,5,9,5,9,5,5,4,4,4,9,4,4,4061.699186,932,310,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
170,1004101,1,4,109493,2,4,1,5,,,,,,,4,4,4,4,4,4,4,4,4,9,4,4,6698.113987,939,20,3,1,2,,,5,,,,9,,,,,,,16,,,,,,4,4,4,600000
171,1004101,1,4,109494,1,4,1,5,,,,,,,3,9,3,9,4,9,3,3,4,9,4,4,6698.113987,923,10,1,1,2,,,5,,,,,,,,,,,,,,,,,3,3,3,50000
172,1004101,1,4,109496,2,4,1,5,,,,,,,3,9,4,4,3,9,3,4,4,9,3,4,6698.113987,931,370,2,1,2,,,5,,,,,,,,,,,,,,,,,3,4,3,150000
173,1004101,1,5,109502,2,5,1,5,,,,,,,4,9,4,4,4,9,3,4,5,9,3,4,6698.113987,931,270,2,1,2,,,5,,,,9,,,,,,,,,,,,,4,4,3,130000
174,1004101,2,7,120877,2,7,1,5,,,,,,,4,4,4,4,4,4,3,3,4,9,3,4,6698.113987,932,60,4,1,2,,,5,,,8,9,,,,,,,,,,,,,4,4,3,500000
175,1004101,2,8,120878,1,8,1,5,,,,,,,4,9,4,9,4,9,3,3,4,9,3,4,6698.113987,923,310,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,3,50000
176,1004101,2,9,120879,1,9,1,5,,,,,,,4,9,5,9,4,9,4,3,5,9,4,4,6698.113987,931,270,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,50000
177,1004101,2,10,120882,1,10,1,5,,,,,,,4,9,4,9,4,4,2,2,4,9,3,3,6698.113987,931,240,1,1,2,,,,,,8,,,,,,,,,,,,,,4,3,3,150000
178,1004102,1,4,109493,2,4,1,5,,,,,,,4,4,4,4,4,4,4,4,4,9,4,4,6357.829388,939,20,3,1,2,,,5,,,,9,,,,,,,16,,,,,,4,4,4,600000
179,1004102,1,4,109494,1,4,1,5,,,,,,,3,9,3,9,4,9,3,3,4,9,4,4,6357.829388,923,10,1,1,2,,,5,,,,,,,,,,,,,,,,,3,3,3,50000
180,1004102,1,4,109496,2,4,1,5,,,,,,,3,9,4,4,3,9,3,4,4,9,3,4,6357.829388,931,370,2,1,2,,,5,,,,,,,,,,,,,,,,,3,4,3,150000
181,1004102,1,5,109502,2,5,1,5,,,,,,,4,9,4,4,4,9,3,4,5,9,3,4,6357.829388,931,270,2,1,2,,,5,,,,9,,,,,,,,,,,,,4,4,3,130000
182,1004102,2,7,120877,2,7,1,5,,,,,,,4,4,4,4,4,4,3,3,4,9,3,4,6357.829388,932,60,4,1,2,,,5,,,8,9,,,,,,,,,,,,,4,4,3,500000
183,1004102,2,8,120878,1,8,1,5,,,,,,,4,9,4,9,4,9,3,3,4,9,3,4,6357.829388,923,310,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,3,50000
184,1004102,2,9,120879,1,9,1,5,,,,,,,4,9,5,9,4,9,4,3,5,9,4,4,6357.829388,931,270,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,50000
185,1004102,2,10,120882,1,10,1,5,,,,,,,4,9,4,9,4,4,2,2,4,9,3,3,6357.829388,931,240,1,1,2,,,,,,8,,,,,,,,,,,,,,4,3,3,150000
186,1004202,1,5,102681,1,5,1,12,,,3,,,,4,3,4,9,4,9,3,4,4,9,3,3,3581.140149,931,370,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,0
187,1004202,2,10,119516,1,10,1,20,,,3,,,,4,4,4,9,4,4,4,4,4,9,4,4,3581.140149,932,60,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,10000
188,1004503,1,4,108397,2,4,1,4,1,,,,,,4,4,4,4,3,4,4,3,3,3,4,4,6534.332484,932,30,3,1,2,,,,6,,,,,,,,,,,,,,,,4,5,4,250000
189,1004503,1,6,108400,2,6,1,4,1,,,,,,4,5,3,3,4,5,4,3,4,3,4,4,6534.332484,933,360,2,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,150000
190,1004503,2,8,122959,2,8,1,2,1,,,,,,4,4,4,9,3,3,4,4,3,3,4,4,6534.332484,932,310,6,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,150000
191,1004601,1,5,102709,2,5,1,4,1,,,,,,4,4,4,4,4,9,4,4,4,9,3,4,3270.143459,931,380,2,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,140000
192,1004601,1,5,102710,2,5,1,5,1,,,,,,4,4,4,4,4,9,3,4,4,9,3,3,3270.143459,931,210,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,120000
193,1004601,2,8,900108,2,8,1,4,1,,,,,,4,4,4,4,4,9,4,4,4,9,3,4,3270.143459,931,380,2,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,140000
194,1004601,2,8,900109,2,8,1,5,1,,,,,,4,4,4,4,4,9,3,4,4,9,3,3,3270.143459,931,210,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,120000
195,1004602,1,4,102708,2,4,1,7,,,,,,,4,3,4,4,3,4,3,4,3,4,3,4,4160.768536,932,60,3,1,,3,4,,,,,,,,,,,,,,,,,,4,4,4,145000
196,1004602,2,11,119855,2,11,1,6,1,,,,,,4,4,4,4,4,3,3,4,4,4,4,4,4160.768536,932,60,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,187000
197,1004603,1,4,102708,2,4,1,7,,,,,,,4,3,4,4,3,4,3,4,3,4,3,4,4170.160257,932,60,3,1,,3,4,,,,,,,,,,,,,,,,,,4,4,4,145000
198,1004701,1,5,105799,2,5,1,7,,,,,,,5,5,4,4,4,4,4,4,3,9,4,4,3307.67478,939,10,3,1,,,4,,6,,,,,,,,,,,,,,,,4,4,4,100000
199,1004701,1,5,105800,1,5,1,4,,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,3307.67478,931,210,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,40000
200,1004701,2,10,119814,2,10,1,11,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,3307.67478,932,310,3,1,2,,,5,,,,,,,,,,,,,,,,,4,4,4,50000
201,1004702,1,5,105799,2,5,1,7,,,,,,,5,5,4,4,4,4,4,4,3,9,4,4,3139.634823,939,10,3,1,,,4,,6,,,,,,,,,,,,,,,,4,4,4,100000
202,1004702,1,5,105800,1,5,1,4,,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,3139.634823,931,210,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,40000
203,1004702,2,10,119814,2,10,1,11,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,3139.634823,932,310,3,1,2,,,5,,,,,,,,,,,,,,,,,4,4,4,50000
204,1004901,2,10,122509,1,10,1,6,,,,,,,5,5,5,9,4,3,4,4,3,3,4,4,6210.639962,911,10,1,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,50000
205,1004901,2,11,122511,2,11,1,6,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,6210.639962,934,70,2,1,2,,,,,,,,,,,,,,,,,19,,,4,4,4,50000
206,1004901,2,12,122513,2,12,1,6,,,,,,,4,4,4,4,3,3,3,4,4,3,4,4,6210.639962,935,330,3,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,150000
207,1004902,2,10,122509,1,10,1,6,,,,,,,5,5,5,9,4,3,4,4,3,3,4,4,5061.192183,911,10,1,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,50000
208,1004902,2,11,122511,2,11,1,6,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,5061.192183,934,70,2,1,2,,,,,,,,,,,,,,,,,19,,,4,4,4,50000
209,1004902,2,12,122513,2,12,1,6,,,,,,,4,4,4,4,3,3,3,4,4,3,4,4,5061.192183,935,330,3,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,150000
210,1005101,1,6,106351,1,6,1,2,1,,,,,,4,4,4,9,4,9,4,4,4,4,4,4,2188.759538,931,320,1,1,2,3,,,6,,,,,,,,,,,,,,,,4,4,4,70000
211,1005101,2,9,122738,2,9,1,12,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,2188.759538,932,330,2,1,2,3,,,6,,,9,,,,,,,,,,,,,4,4,4,75000
212,1005102,1,5,106350,2,5,1,5,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,2077.563885,931,380,2,1,2,3,,5,,,,,,,,,,,,,,,,,4,4,4,400000
213,1005102,2,9,122738,2,9,1,12,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,2077.563885,932,330,2,1,2,3,,,6,,,9,,,,,,,,,,,,,4,4,4,75000
214,1005102,2,12,122742,2,12,1,10,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,2077.563885,932,60,2,1,2,3,,5,,,,,,,,,,,,,,,,,4,4,4,30000
215,1005103,1,5,106348,2,5,1,4,,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,3527.443089,931,380,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,100000
216,1005104,1,5,106353,2,5,1,2,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,3716.239372,932,30,3,1,2,3,,,6,,,,,,,,,,,,,,,,4,4,4,200000
217,1005104,2,12,122743,2,12,1,5,1,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,3716.239372,932,30,2,1,2,3,,5,,,,,,,,,,,,,,,,,4,4,4,100000
218,1005105,1,5,106348,2,5,1,4,,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,3716.239372,931,380,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,100000
219,1005201,2,9,119811,2,9,1,7,,,,,,,4,4,3,3,3,9,3,3,4,9,4,3,4247.879605,938,350,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,5000
220,1005202,2,9,119811,2,9,1,7,,,,,,,4,4,3,3,3,9,3,3,4,9,4,3,4170.243104,938,350,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,5000
221,1005301,1,6,102656,1,6,1,7,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,1581.413988,925,30,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,55000
222,1005301,2,8,119859,1,8,1,6,1,,,,,,3,4,4,9,4,3,4,4,3,9,3,3,1581.413988,931,210,1,1,2,,,,6,,,,,,,,,,,,,,,,4,5,4,25000
223,1005301,2,10,119861,1,10,1,4,1,,,,,,4,4,4,9,4,3,4,4,3,4,3,3,1581.413988,931,10,1,1,2,,4,,,,,,,,,,,,,,,,,,5,4,5,15000
224,1005302,1,5,102715,1,5,1,4,1,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,1552.511227,932,30,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,29000
225,1005302,1,6,102656,1,6,1,7,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,1552.511227,925,30,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,55000
226,1005302,2,8,119863,2,8,1,10,1,,,,,,4,4,4,4,3,9,4,3,4,9,3,3,1552.511227,934,380,2,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,60000
227,1005302,2,9,119877,1,9,1,4,1,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,1552.511227,931,10,1,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,20000
228,1005302,2,10,119878,1,10,1,4,1,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,1552.511227,911,90,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,15000
229,1005302,2,10,119880,1,10,1,4,1,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,1552.511227,911,220,1,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,10000
230,1005501,1,6,102664,2,6,1,4,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,12223.19924,933,10,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,120000
231,1005502,1,6,102664,2,6,1,4,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,11602.22347,933,10,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,120000
232,1005503,1,3,102666,2,3,1,5,,,,4,,,4,4,4,9,4,9,4,4,4,4,4,4,5084.753561,923,40,4,1,2,,4,,,,,,,,,,,,,,,,,,5,5,5,100000
233,1005503,2,8,900106,2,8,1,5,,,,4,,,4,4,4,9,4,9,4,4,4,4,4,4,5084.753561,923,40,4,1,2,,4,,,,,,,,,,,,,,,,,,5,5,5,100000
234,1005503,2,10,119769,2,10,1,10,,,3,,,,4,5,4,4,4,4,4,4,4,4,4,4,5084.753561,936,20,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,250000
235,1005503,2,10,119777,1,10,1,10,,,3,,,,4,4,4,9,4,9,4,4,4,9,4,4,5084.753561,932,320,1,1,2,,,,,,,,,,,13,,,,,,,,,4,4,4,30000
236,1005602,2,8,122096,2,8,1,5,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,3832.308594,921,90,2,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,143333
237,1005603,1,3,108416,1,3,1,4,,,,,,,4,4,3,9,4,4,3,4,4,3,4,4,4064.374706,921,90,1,1,2,,,,,,,,,,,,,,,17,,,,,4,4,4,150000
238,1005604,1,3,108416,1,3,1,4,,,,,,,4,4,3,9,4,4,3,4,4,3,4,4,4288.891211,921,90,1,1,2,,,,,,,,,,,,,,,17,,,,,4,4,4,150000
239,1005604,1,5,108422,2,5,1,2,1,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,4288.891211,921,50,4,,2,,4,,,,,,,,,,,,,17,,,,,5,5,5,150000
240,1005604,2,8,122096,2,8,1,5,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4288.891211,921,90,2,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,143333
241,1005605,2,8,122096,2,8,1,5,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4288.891211,921,90,2,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,143333
242,1005801,1,6,102673,1,6,1,9,,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,8873.784685,933,370,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,75000
243,1005801,2,8,119784,1,8,1,4,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,8873.784685,931,210,1,1,2,,,,,,,,,,,,,,,17,,,,,4,4,4,75000
244,1005801,2,10,119794,1,10,1,7,,,,,,,4,4,3,9,4,9,4,4,4,9,4,4,8873.784685,931,210,1,1,,,4,,,,,,,,,,,,,17,,,,,4,4,4,50000
245,1005802,1,4,102674,1,4,1,10,,,3,,,,4,4,4,9,4,4,4,4,4,9,4,4,4784.223752,931,270,1,1,,,,,6,,,,,,,13,,,,,,,,,4,4,4,20000
246,1005802,1,6,102673,1,6,1,9,,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,4784.223752,933,370,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,75000
247,1005802,2,8,119784,1,8,1,4,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,4784.223752,931,210,1,1,2,,,,,,,,,,,,,,,17,,,,,4,4,4,75000
248,1005802,2,10,119794,1,10,1,7,,,,,,,4,4,3,9,4,9,4,4,4,9,4,4,4784.223752,931,210,1,1,,,4,,,,,,,,,,,,,17,,,,,4,4,4,50000
249,1005802,2,10,119797,1,10,1,10,,,3,,,,4,4,4,9,4,9,4,4,4,9,4,4,4784.223752,931,320,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,0
250,1006102,1,2,110772,2,2,1,3,1,,,,,,4,4,4,9,4,4,3,3,3,4,4,5,3271.189682,923,320,3,1,,3,,,,,,,,,,,,,,17,,,,,4,4,4,10000
251,1006102,1,4,110774,2,4,1,10,,,,4,,,3,3,3,5,4,5,3,3,3,9,3,3,3271.189682,931,380,2,1,2,,,,,,,,,,,,,,,17,,,,,4,3,3,10000
252,1006102,1,5,110775,1,5,1,3,1,,,,,,3,3,3,9,5,3,3,3,3,9,3,3,3271.189682,931,180,1,1,2,,,,6,,,,,,,,,,,,,,,,3,4,4,50000
253,1006102,2,8,123407,2,8,1,5,,,,4,,,3,3,4,3,3,3,3,3,3,9,3,3,3271.189682,934,30,3,1,,,,,6,,,,,,,,,,,,,,20,,3,3,3,600000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1006103,2,7,123410,2,7,1,2,1,,,,,,3,3,3,4,4,2,3,3,3,9,3,3,7697.333114,936,380,2,,2,,,,,,,,,,,,,,,,,,,,3,3,3,180000
256,1006201,1,4,110838,1,4,1,4,,,,,,,4,3,3,9,2,2,2,2,2,9,2,3,3326.237837,934,50,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,50000
257,1006201,2,9,123718,2,9,1,6,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,3326.237837,939,20,3,1,2,,,5,,,,9,,,,,,,,,,,,,4,4,5,780000
258,1006201,2,10,123720,1,10,1,7,,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,3326.237837,932,10,1,,2,,,,,,,,,,,,,,,,,,,,4,4,3,16800
259,1006202,1,4,110838,1,4,1,4,,,,,,,4,3,3,9,2,2,2,2,2,9,2,3,3699.331619,934,50,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,50000
260,1006202,1,5,110847,1,5,1,4,1,,,,,,3,3,3,9,3,3,3,3,3,9,3,3,3699.331619,932,350,1,1,,,,,,,,,,,,,,,,,,,,,3,3,3,200000
261,1006202,2,9,123718,2,9,1,6,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,3699.331619,939,20,3,1,2,,,5,,,,9,,,,,,,,,,,,,4,4,5,780000
262,1006202,2,10,123720,1,10,1,7,,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,3699.331619,932,10,1,,2,,,,,,,,,,,,,,,,,,,,4,4,3,16800
263,1006203,1,1,110833,1,1,1,13,1,,,,,,3,3,5,9,3,4,5,5,5,9,3,2,4977.298435,911,240,1,,,,,5,,,,,,,,,,,,,,,,,4,4,4,50000
264,1006203,2,10,123720,1,10,1,7,,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,4977.298435,932,10,1,,2,,,,,,,,,,,,,,,,,,,,4,4,3,16800
265,1006204,1,1,110833,1,1,1,13,1,,,,,,3,3,5,9,3,4,5,5,5,9,3,2,5252.244946,911,240,1,,,,,5,,,,,,,,,,,,,,,,,4,4,4,50000
266,1006204,1,2,110849,2,2,1,3,1,,,,,,4,4,4,4,4,4,4,4,4,9,4,4,5252.244946,921,20,2,1,,,,,,,,,,,,,,15,,,,,,,4,4,4,450000
267,1006204,2,8,123728,1,8,1,4,1,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,5252.244946,932,310,1,,,,,5,,,,,,,,,,,,,,,,,4,4,4,100000
