,PID,q6_1,q6_1_1,,new
16227,1522401,936,440,440,936440
16228,1522401,936,350,350,936350
16229,1522402,936,350,350,936350
16230,1522402,936,380,380,936380
16231,1522402,935,50,050,935050
16232,1522402,933,10,010,933010
16233,1522402,933,10,010,933010
16234,1522402,938,50,050,938050
16235,1522402,936,440,440,936440
16236,1522402,936,30,030,936030
16237,1522402,936,330,330,936330
16238,1522402,934,340,340,934340
16239,1522402,936,450,450,936450
16240,1522402,936,440,440,936440
16241,1522402,936,440,440,936440
16242,1522402,936,440,440,936440
16243,1522402,936,440,440,936440
16244,1522402,936,350,350,936350
16245,1522501,932,60,060,932060
16246,1522501,911,190,190,911190
16247,1522501,936,40,040,936040
16248,1522502,932,60,060,932060
16249,1522502,911,190,190,911190
16250,1522502,936,40,040,936040
16251,1522503,932,60,060,932060
16252,1522503,911,190,190,911190
16253,1522503,935,380,380,935380
16254,1522503,936,20,020,936020
16255,1522503,936,40,040,936040
16256,1522601,936,310,310,936310
16257,1522601,934,60,060,934060
16258,1522601,934,40,040,934040
16259,1522602,936,310,310,936310
16260,1522602,936,30,030,936030
16261,1522602,936,350,350,936350
16262,1522602,934,60,060,934060
16263,1522602,934,40,040,934040
16264,1522602,936,310,310,936310
16265,1522602,936,310,310,936310
16266,1522602,936,310,310,936310
16267,1522604,932,330,330,932330
16268,1522604,934,60,060,934060
16269,1522604,932,330,330,932330
16270,1522801,936,330,330,936330
16271,1522801,936,450,450,936450
16272,1522801,935,10,010,935010
16273,1522802,936,330,330,936330
16274,1522802,936,450,450,936450
16275,1522802,935,10,010,935010
16276,1522803,936,20,020,936020
16277,1522803,936,460,460,936460
16278,1522803,936,20,020,936020
16279,1522803,935,10,010,935010
16280,1522902,935,380,380,935380
16281,1522902,936,20,020,936020
16282,1522902,936,370,370,936370
16283,1522902,936,450,450,936450
16284,1523101,935,370,370,935370
16285,1523102,936,310,310,936310
16286,1523102,936,370,370,936370
16287,1523102,936,370,370,936370
16288,1523102,936,320,320,936320
16289,1523102,936,320,320,936320
16290,1523102,935,370,370,935370
16291,1523102,936,370,370,936370
16292,1523102,936,380,380,936380
16293,1523102,936,310,310,936310
16294,1523102,936,450,450,936450
16295,1523301,934,40,040,934040
16296,1523302,934,40,040,934040
16297,1523303,934,40,040,934040
16298,1523304,934,40,040,934040
16299,1523305,934,40,040,934040
16300,1523401,933,30,030,933030
16301,1523401,932,30,030,932030
16302,1523401,932,10,010,932010
16303,1523401,931,320,320,931320
16304,,,,000,000
16305,1523401,923,60,060,923060
16306,1523401,931,10,010,931010
16307,1523401,931,10,010,931010
16308,1523402,931,40,040,931040
16309,,,,000,000
16310,1523402,931,110,110,931110
16311,1523402,934,40,040,934040
16312,1523402,931,320,320,931320
16313,1523402,933,30,030,933030
16314,1523402,932,30,030,932030
16315,1523402,933,30,030,933030
16316,1523402,933,360,360,933360
16317,1523402,932,10,010,932010
16318,1523402,931,320,320,931320
16319,,,,000,000
16320,1523402,923,60,060,923060
16321,1523402,933,380,380,933380
16322,1523402,931,10,010,931010
16323,1523402,931,10,010,931010
16324,1523403,911,230,230,911230
16325,1523403,911,140,140,911140
16326,1523403,934,10,010,934010
16327,1523403,911,230,230,911230
16328,1523403,911,230,230,911230
16329,1523403,931,220,220,931220
16330,1523403,911,140,140,911140
16331,1523403,931,220,220,931220
16332,1523403,911,220,220,911220
16333,1523403,911,230,230,911230
16334,1523403,911,190,190,911190
16335,,,,000,000
16336,1523403,933,30,030,933030
16337,1523403,911,230,230,911230
16338,1523403,911,140,140,911140
16339,1523403,934,20,020,934020
16340,1523403,932,10,010,932010
16341,1523403,931,320,320,931320
16342,1523404,911,50,050,911050
16343,1523404,931,320,320,931320
16344,,,,000,000
16345,1523501,931,220,220,931220
16346,1523501,934,20,020,934020
16347,1523501,932,10,010,932010
16348,1523501,934,70,070,934070
16349,1523501,931,40,040,931040
16350,1523501,931,220,220,931220
16351,1523501,932,50,050,932050
16352,1523501,911,190,190,911190
16353,1523501,937,380,380,937380
16354,1523501,931,220,220,931220
16355,1523501,911,230,230,911230
16356,1523501,931,220,220,931220
16357,1523501,911,230,230,911230
16358,1523501,934,40,040,934040
16359,1523501,934,10,010,934010
16360,1523501,911,230,230,911230
16361,1523501,934,20,020,934020
16362,1523501,934,350,350,934350
16363,1523501,931,220,220,931220
16364,1523501,933,360,360,933360
16365,1523501,932,390,390,932390
16366,1523502,934,20,020,934020
16367,1523502,931,220,220,931220
16368,1523502,934,30,030,934030
16369,1523502,931,240,240,931240
16370,1523502,931,220,220,931220
16371,1523502,931,220,220,931220
16372,1523502,933,360,360,933360
16373,1523502,934,330,330,934330
16374,1523502,911,250,250,911250
16375,1523502,931,220,220,931220
16376,1523502,934,20,020,934020
16377,1523502,932,390,390,932390
16378,1523502,932,30,030,932030
16379,1523502,931,250,250,931250
16380,1523503,911,100,100,911100
16381,1523503,911,230,230,911230
16382,1523503,911,210,210,911210
16383,1523503,933,360,360,933360
16384,1523503,911,80,080,911080
16385,1523503,911,250,250,911250
16386,1523503,933,320,320,933320
16387,1523503,931,250,250,931250
16388,1523503,934,40,040,934040
16389,1523504,934,80,080,934080
16390,1523504,931,240,240,931240
16391,1523504,931,220,220,931220
16392,1523504,934,40,040,934040
16393,1523504,933,360,360,933360
16394,1523504,934,80,080,934080
16395,1523504,934,330,330,934330
16396,1523504,933,360,360,933360
16397,1523504,923,310,310,923310
16398,1523504,931,250,250,931250
16399,,,,000,000
16400,,,,000,000
16401,1523602,934,10,010,934010
16402,1523602,936,480,480,936480
16403,1523602,931,170,170,931170
16404,,,,000,000
16405,1523605,934,380,380,934380
16406,,,,000,000
16407,1523606,931,370,370,931370
16408,1523701,931,190,190,931190
16409,1523701,935,330,330,935330
16410,1523702,934,10,010,934010
16411,1523702,931,190,190,931190
16412,1523702,935,330,330,935330
16413,1523703,931,10,010,931010
16414,1523703,934,10,010,934010
16415,1523703,936,20,020,936020
16416,1523703,931,190,190,931190
16417,1523703,931,190,190,931190
16418,1523703,931,10,010,931010
16419,1523703,935,330,330,935330
16420,1523704,911,140,140,911140
16421,1523704,931,190,190,931190
16422,1523704,935,330,330,935330
16423,1523705,931,200,200,931200
16424,1523705,931,10,010,931010
16425,1523705,935,330,330,935330
16426,1523705,931,210,210,931210
16427,1523705,931,10,010,931010
16428,1523705,911,40,040,911040
16429,1523706,935,330,330,935330
16430,1523901,931,10,010,931010
16431,1523901,931,220,220,931220
16432,1523901,931,220,220,931220
16433,1523901,934,40,040,934040
16434,1523901,931,220,220,931220
16435,1523901,934,40,040,934040
16436,1523901,934,40,040,934040
16437,1523901,931,220,220,931220
16438,1523901,934,50,050,934050
16439,1523901,937,320,320,937320
16440,1523901,931,220,220,931220
16441,1523901,932,370,370,932370
16442,,,,000,000
16443,1523901,931,370,370,931370
16444,1523901,931,380,380,931380
16445,1523901,931,220,220,931220
16446,1523901,931,180,180,931180
16447,1523901,931,270,270,931270
16448,1523901,932,40,040,932040
16449,1523901,931,220,220,931220
16450,1523902,931,10,010,931010
16451,1523902,931,220,220,931220
16452,1523902,934,40,040,934040
16453,1523902,931,220,220,931220
16454,1523902,911,10,010,911010
16455,1523902,934,40,040,934040
16456,1523902,931,220,220,931220
16457,1523902,911,100,100,911100
16458,1523902,934,50,050,934050
16459,1523902,931,30,030,931030
16460,1523902,931,80,080,931080
16461,1523902,931,220,220,931220
16462,1523902,931,220,220,931220
16463,1523902,932,370,370,932370
16464,,,,000,000
16465,1523902,931,220,220,931220
16466,1523902,931,220,220,931220
16467,1523904,931,220,220,931220
16468,1524001,931,190,190,931190
16469,1524001,931,190,190,931190
16470,1524001,934,10,010,934010
16471,1524001,931,10,010,931010
16472,1524001,934,380,380,934380
16473,1524001,931,190,190,931190
16474,1524001,931,190,190,931190
16475,1524002,911,230,230,911230
16476,1524002,931,190,190,931190
16477,1524002,931,190,190,931190
16478,1524002,934,40,040,934040
16479,1524002,934,10,010,934010
16480,1524002,931,10,010,931010
16481,1524002,934,380,380,934380
16482,1524002,931,100,100,931100
16483,1524002,931,190,190,931190
16484,1524002,911,240,240,911240
16485,1524002,931,190,190,931190
16486,1524101,933,30,030,933030
16487,1524101,932,340,340,932340
16488,1524101,931,60,060,931060
16489,1524102,911,200,200,911200
16490,1524102,911,10,010,911010
16491,1524102,911,200,200,911200
16492,1524102,933,30,030,933030
16493,1524102,911,10,010,911010
16494,1524102,932,340,340,932340
16495,1524102,911,10,010,911010
16496,1524102,911,10,010,911010
16497,1524102,931,60,060,931060
16498,1524301,934,80,080,934080
16499,1524301,933,350,350,933350
16500,1524301,934,40,040,934040
16501,1524301,931,220,220,931220
16502,1524301,931,220,220,931220
16503,1524301,931,220,220,931220
16504,,,,000,000
16505,1524301,931,60,060,931060
16506,1524301,933,350,350,933350
16507,1524301,933,20,020,933020
16508,,,,000,000
16509,1524301,934,10,010,934010
16510,1524301,931,210,210,931210
16511,1524301,931,10,010,931010
16512,1524301,931,220,220,931220
16513,1524301,932,60,060,932060
16514,1524302,931,10,010,931010
16515,1524302,931,90,090,931090
16516,1524302,934,80,080,934080
16517,1524302,934,40,040,934040
16518,1524302,931,220,220,931220
16519,1524302,931,10,010,931010
16520,1524302,931,220,220,931220
16521,1524302,931,220,220,931220
16522,1524302,931,220,220,931220
16523,,,,000,000
16524,1524302,931,10,010,931010
16525,1524302,931,60,060,931060
16526,,,,000,000
16527,1524302,931,250,250,931250
16528,1524302,931,220,220,931220
16529,1524302,934,10,010,934010
16530,1524302,931,210,210,931210
16531,1524302,937,20,020,937020
16532,1524302,931,10,010,931010
16533,1524302,931,220,220,931220
16534,1524302,932,60,060,932060
16535,1524302,931,10,010,931010
16536,1524303,931,10,010,931010
16537,1524303,925,30,030,925030
16538,1524303,934,80,080,934080
16539,1524303,931,220,220,931220
16540,1524303,934,40,040,934040
16541,,,,000,000
16542,1524303,931,220,220,931220
16543,1524303,931,220,220,931220
16544,1524303,931,220,220,931220
16545,,,,000,000
16546,1524303,931,60,060,931060
16547,,,,000,000
16548,1524303,934,30,030,934030
16549,1524303,931,10,010,931010
16550,1524304,911,140,140,911140
16551,1524304,931,220,220,931220
16552,,,,000,000
16553,1524304,931,10,010,931010
16554,1524304,931,60,060,931060
16555,1524304,937,20,020,937020
16556,1524304,931,220,220,931220
16557,1524401,932,400,400,932400
16558,1524402,932,400,400,932400
16559,1524403,932,400,400,932400
16560,1524501,931,350,350,931350
16561,1524501,931,100,100,931100
16562,1524502,931,350,350,931350
16563,1524502,931,100,100,931100
16564,1524503,931,350,350,931350
16565,1524503,931,100,100,931100
16566,1524601,931,230,230,931230
16567,1524601,931,370,370,931370
16568,1524601,932,60,060,932060
16569,1524601,931,200,200,931200
16570,1524601,931,130,130,931130
16571,1524602,931,230,230,931230
16572,1524602,911,120,120,911120
16573,1524602,932,60,060,932060
16574,1524602,931,200,200,931200
16575,1524602,931,130,130,931130
16576,1524602,911,120,120,911120
16577,1524603,932,60,060,932060
16578,1524603,932,60,060,932060
16579,1524603,911,230,230,911230
16580,1524701,931,370,370,931370
16581,1524702,923,310,310,923310
16582,1524702,931,370,370,931370
16583,1524702,923,10,010,923010
16584,1524703,932,30,030,932030
16585,1524703,932,30,030,932030
16586,1524703,932,10,010,932010
16587,1524704,939,20,020,939020
16588,1524704,939,20,020,939020
16589,1524801,931,370,370,931370
16590,1524802,931,370,370,931370
16591,1524803,931,10,010,931010
16592,1524803,931,370,370,931370
16593,1524804,931,130,130,931130
16594,1524804,931,370,370,931370
16595,1524805,931,370,370,931370
16596,,,,000,000
16597,1525001,934,380,380,934380
16598,1525001,931,110,110,931110
16599,1525001,925,10,010,925010
16600,1525001,929,10,010,929010
16601,1525001,934,10,010,934010
16602,1525001,925,40,040,925040
16603,1525001,935,330,330,935330
16604,,,,000,000
16605,1525002,934,380,380,934380
16606,1525002,931,110,110,931110
16607,1525002,925,10,010,925010
16608,1525002,929,10,010,929010
16609,1525002,934,10,010,934010
16610,1525002,925,40,040,925040
16611,1525002,935,330,330,935330
16612,1525101,939,20,020,939020
16613,1525102,931,100,100,931100
16614,1525102,923,10,010,923010
16615,1525102,939,20,020,939020
16616,1525103,939,20,020,939020
16617,1525104,939,20,020,939020
16618,1525301,931,380,380,931380
16619,1525301,934,20,020,934020
16620,,,,000,000
16621,1525302,931,380,380,931380
16622,1525302,934,20,020,934020
16623,1525302,931,370,370,931370
16624,,,,000,000
16625,1525303,931,100,100,931100
16626,1525303,934,20,020,934020
16627,,,,000,000
16628,1525304,934,20,020,934020
16629,,,,000,000
16630,1525501,931,100,100,931100
16631,1525501,939,20,020,939020
16632,1525501,937,10,010,937010
16633,1525501,932,30,030,932030
16634,1525502,931,100,100,931100
16635,1525502,931,380,380,931380
16636,1525502,939,20,020,939020
16637,1525502,937,10,010,937010
16638,1525502,932,30,030,932030
16639,1525503,931,100,100,931100
16640,1525503,937,10,010,937010
16641,1525503,932,30,030,932030
16642,1525601,939,20,020,939020
16643,1525602,939,20,020,939020
16644,1525701,934,50,050,934050
16645,1525701,931,210,210,931210
16646,1525701,931,370,370,931370
16647,1525701,931,190,190,931190
16648,1525701,932,60,060,932060
16649,1525701,932,30,030,932030
16650,1525701,932,20,020,932020
16651,1525701,911,220,220,911220
16652,1525701,931,270,270,931270
16653,,,,000,000
16654,1525702,931,380,380,931380
16655,1525702,911,230,230,911230
16656,1525702,931,190,190,931190
16657,1525702,932,30,030,932030
16658,1525702,932,60,060,932060
16659,1525702,932,60,060,932060
16660,1525702,932,30,030,932030
16661,1525702,931,270,270,931270
16662,1525704,931,380,380,931380
16663,1525704,932,60,060,932060
16664,1525704,911,40,040,911040
16665,1525801,931,370,370,931370
16666,1525801,937,350,350,937350
16667,1525801,932,10,010,932010
16668,1525801,931,10,010,931010
16669,1525801,923,310,310,923310
16670,1525801,931,200,200,931200
16671,1525801,931,210,210,931210
16672,1525801,911,140,140,911140
16673,1525801,931,200,200,931200
16674,1525801,932,10,010,932010
16675,1525802,932,60,060,932060
16676,1525802,932,410,410,932410
16677,1525802,934,380,380,934380
16678,1525802,937,350,350,937350
16679,1525802,911,140,140,911140
16680,1525802,923,310,310,923310
16681,1525802,931,320,320,931320
16682,1525802,911,140,140,911140
16683,1525802,931,200,200,931200
16684,1525803,925,20,020,925020
16685,1525803,931,100,100,931100
16686,1525803,911,230,230,911230
16687,1525803,931,100,100,931100
16688,1525804,931,100,100,931100
16689,1525804,931,100,100,931100
16690,1525901,932,60,060,932060
16691,1525901,932,60,060,932060
16692,1525902,932,60,060,932060
16693,1525902,931,370,370,931370
16694,1525902,932,60,060,932060
16695,1525902,921,90,090,921090
16696,1525903,931,370,370,931370
16697,1525903,932,320,320,932320
16698,1525903,932,60,060,932060
16699,1525903,936,20,020,936020
16700,1525904,931,190,190,931190
16701,1525904,932,60,060,932060
16702,1526001,938,370,370,938370
16703,1526001,935,370,370,935370
16704,1526001,925,40,040,925040
16705,1526001,935,370,370,935370
16706,1526001,936,440,440,936440
16707,1526001,937,90,090,937090
16708,1526001,935,40,040,935040
16709,1526002,938,370,370,938370
16710,1526002,935,370,370,935370
16711,1526002,935,370,370,935370
16712,1526002,936,440,440,936440
16713,1526002,937,90,090,937090
16714,1526002,935,40,040,935040
16715,1526101,932,340,340,932340
16716,1526101,932,320,320,932320
16717,1526101,937,20,020,937020
16718,1526101,931,380,380,931380
16719,1526102,932,340,340,932340
16720,1526102,932,320,320,932320
16721,1526102,937,20,020,937020
16722,1526301,931,20,020,931020
16723,1526501,932,30,030,932030
16724,1526502,931,270,270,931270
16725,1526502,931,370,370,931370
16726,1526502,931,200,200,931200
16727,1526503,931,10,010,931010
16728,1526703,931,200,200,931200
16729,,,,000,000
16730,1526801,934,380,380,934380
16731,,,,000,000
16732,1526802,934,380,380,934380
16733,1526803,934,380,380,934380
16734,1526804,934,380,380,934380
16735,1527101,931,380,380,931380
16736,1527101,921,90,090,921090
16737,1527101,932,410,410,932410
16738,1527102,931,380,380,931380
16739,1527102,921,90,090,921090
16740,1527102,932,410,410,932410
16741,1527103,931,380,380,931380
16742,1527104,931,380,380,931380
16743,1527201,923,310,310,923310
16744,1527201,931,370,370,931370
16745,1527201,931,270,270,931270
16746,1527201,923,310,310,923310
16747,1527201,932,360,360,932360
16748,1527201,932,360,360,932360
16749,1527201,911,130,130,911130
16750,,,,000,000
16751,1527201,931,370,370,931370
16752,1527201,923,310,310,923310
16753,1527201,931,320,320,931320
16754,1527201,931,270,270,931270
16755,1527201,936,20,020,936020
16756,1527201,931,370,370,931370
16757,1527201,931,370,370,931370
16758,,,,000,000
16759,1527201,931,200,200,931200
16760,1527201,931,180,180,931180
16761,1527201,932,400,400,932400
16762,1527201,931,320,320,931320
16763,1527201,923,310,310,923310
16764,1527201,932,70,070,932070
16765,1527201,931,200,200,931200
16766,1527201,932,60,060,932060
16767,1527202,923,310,310,923310
16768,1527202,931,370,370,931370
16769,1527202,931,270,270,931270
16770,1527202,923,310,310,923310
16771,1527202,932,360,360,932360
16772,1527202,932,360,360,932360
16773,1527202,911,130,130,911130
16774,,,,000,000
16775,1527202,931,370,370,931370
16776,1527202,931,320,320,931320
16777,1527202,931,270,270,931270
16778,1527202,936,20,020,936020
16779,1527202,931,370,370,931370
16780,1527202,931,370,370,931370
16781,,,,000,000
16782,1527202,931,200,200,931200
16783,1527202,931,180,180,931180
16784,1527202,932,400,400,932400
16785,1527202,931,320,320,931320
16786,1527202,931,220,220,931220
16787,1527202,923,310,310,923310
16788,1527202,932,70,070,932070
16789,1527202,931,200,200,931200
16790,1527202,932,60,060,932060
16791,1527401,931,380,380,931380
16792,1527401,931,250,250,931250
16793,1527401,931,370,370,931370
16794,1527401,931,270,270,931270
16795,1527401,932,70,070,932070
16796,1527402,931,370,370,931370
16797,1527402,931,380,380,931380
16798,1527402,931,380,380,931380
16799,1527402,931,250,250,931250
16800,1527402,931,250,250,931250
16801,1527402,931,130,130,931130
16802,1527402,931,250,250,931250
16803,1527402,931,380,380,931380
16804,1527402,931,370,370,931370
16805,1527402,923,10,010,923010
16806,1527402,931,270,270,931270
16807,1527402,932,60,060,932060
16808,1527601,931,190,190,931190
16809,1527601,931,270,270,931270
16810,1527601,931,370,370,931370
16811,1527601,937,20,020,937020
16812,1527601,932,60,060,932060
16813,1527601,931,190,190,931190
16814,1527601,931,370,370,931370
16815,1527601,931,380,380,931380
16816,1527602,931,190,190,931190
16817,1527602,931,270,270,931270
16818,1527602,931,370,370,931370
16819,1527602,937,20,020,937020
16820,1527602,932,60,060,932060
16821,1527602,931,190,190,931190
16822,1527602,931,370,370,931370
16823,1527602,931,380,380,931380
16824,1527606,923,310,310,923310
16825,1527606,932,60,060,932060
16826,1527606,931,370,370,931370
16827,1527608,932,60,060,932060
16828,1527608,931,190,190,931190
16829,1527608,931,370,370,931370
16830,1527608,931,380,380,931380
16831,1527701,931,230,230,931230
16832,1527701,923,80,080,923080
16833,1527701,931,180,180,931180
16834,1527701,939,20,020,939020
16835,1527701,931,370,370,931370
16836,1527702,931,230,230,931230
16837,1527702,931,180,180,931180
16838,1527702,939,20,020,939020
16839,1527702,931,370,370,931370
16840,1527703,932,30,030,932030
16841,1527703,931,230,230,931230
16842,1527703,931,180,180,931180
16843,1527703,939,20,020,939020
16844,1527703,931,370,370,931370
16845,1527703,911,10,010,911010
16846,1527704,911,230,230,911230
16847,1527704,931,230,230,931230
16848,1527704,931,180,180,931180
16849,1527704,939,20,020,939020
16850,1527704,911,220,220,911220
16851,1527704,931,370,370,931370
16852,1527901,932,60,060,932060
16853,1527901,934,380,380,934380
16854,1527901,932,60,060,932060
16855,1527901,931,190,190,931190
16856,1527901,939,20,020,939020
16857,1527901,932,60,060,932060
16858,1527902,932,60,060,932060
16859,1527902,934,380,380,934380
16860,1527902,911,10,010,911010
16861,1527902,932,60,060,932060
16862,1527902,931,190,190,931190
16863,1527902,939,20,020,939020
16864,1527902,932,60,060,932060
16865,1527903,932,60,060,932060
16866,1527903,932,410,410,932410
16867,1527903,934,380,380,934380
16868,1527903,931,370,370,931370
16869,1527903,911,210,210,911210
16870,1527903,939,20,020,939020
16871,1527903,931,370,370,931370
16872,1527903,911,210,210,911210
16873,1527903,931,380,380,931380
16874,1527903,932,60,060,932060
16875,1528101,931,50,050,931050
16876,1528101,938,370,370,938370
16877,1528101,931,10,010,931010
16878,,,,000,000
16879,1528101,929,10,010,929010
16880,1528101,933,360,360,933360
16881,1528101,937,80,080,937080
16882,1528101,921,100,100,921100
16883,1528301,931,380,380,931380
16884,1528301,934,380,380,934380
16885,1528301,911,230,230,911230
16886,1528301,931,170,170,931170
16887,1528301,931,110,110,931110
16888,1528302,934,380,380,934380
16889,1528303,931,60,060,931060
16890,1528303,934,380,380,934380
16891,1528501,932,10,010,932010
16892,1528501,931,370,370,931370
16893,1528501,939,20,020,939020
16894,1528501,931,220,220,931220
16895,1528501,932,60,060,932060
16896,1528501,931,370,370,931370
16897,1528501,934,380,380,934380
16898,1528501,931,370,370,931370
16899,1528501,939,20,020,939020
16900,1528501,932,60,060,932060
16901,1528502,932,30,030,932030
16902,1528502,911,50,050,911050
16903,1528502,932,10,010,932010
16904,1528502,932,10,010,932010
16905,1528502,939,20,020,939020
16906,1528502,931,130,130,931130
16907,,,,000,000
16908,1528502,932,10,010,932010
16909,1528502,931,370,370,931370
16910,1528502,931,370,370,931370
16911,1528503,911,30,030,911030
16912,1528503,923,310,310,923310
16913,1528503,932,10,010,932010
16914,1528503,932,350,350,932350
16915,1528503,932,330,330,932330
16916,1528503,911,250,250,911250
16917,1528503,936,30,030,936030
16918,1528503,933,30,030,933030
16919,1528503,932,340,340,932340
16920,1528601,911,10,010,911010
16921,1528601,935,380,380,935380
16922,1528601,932,60,060,932060
16923,1528601,932,400,400,932400
16924,1528601,937,10,010,937010
16925,1528602,911,10,010,911010
16926,1528602,935,380,380,935380
16927,1528602,932,60,060,932060
16928,1528602,932,400,400,932400
16929,1528602,937,10,010,937010
16930,1528801,932,320,320,932320
16931,1528802,935,20,020,935020
16932,1528802,932,60,060,932060
16933,1528802,932,60,060,932060
16934,1528802,931,270,270,931270
16935,1528802,932,320,320,932320
16936,1528802,911,240,240,911240
16937,1528802,931,370,370,931370
16938,1528802,931,370,370,931370
16939,1528802,931,200,200,931200
16940,1528802,934,380,380,934380
16941,1528802,937,350,350,937350
16942,1528802,936,20,020,936020
16943,1528802,932,390,390,932390
16944,1528802,932,10,010,932010
16945,1528802,936,20,020,936020
16946,1528802,931,180,180,931180
16947,1528802,931,370,370,931370
16948,1528803,932,320,320,932320
16949,1528803,936,20,020,936020
16950,1528901,932,60,060,932060
16951,1528901,911,90,090,911090
16952,1528901,911,90,090,911090
16953,1528901,939,20,020,939020
16954,,,,000,000
16955,1529101,931,380,380,931380
16956,1529101,931,270,270,931270
16957,1529101,931,190,190,931190
16958,1529101,932,60,060,932060
16959,1529101,931,210,210,931210
16960,1529101,931,370,370,931370
16961,1529101,911,240,240,911240
16962,1529102,931,190,190,931190
16963,1529102,911,50,050,911050
16964,1529102,931,370,370,931370
16965,1529102,932,60,060,932060
16966,1529102,931,210,210,931210
16967,1529102,931,370,370,931370
16968,1529102,911,240,240,911240
16969,1529202,921,10,010,921010
16970,1529202,934,380,380,934380
16971,1529202,921,90,090,921090
16972,1529403,932,60,060,932060
16973,1529501,935,10,010,935010
16974,1529502,933,20,020,933020
16975,1529502,935,10,010,935010
16976,1529502,933,10,010,933010
16977,,,,000,000
16978,,,,000,000
16979,1529503,935,10,010,935010
16980,,,,000,000
16981,1529504,935,10,010,935010
16982,,,,000,000
16983,1529601,932,400,400,932400
16984,1529601,932,30,030,932030
16985,,,,000,000
16986,1529602,932,400,400,932400
16987,1529602,932,30,030,932030
16988,1529603,935,20,020,935020
16989,1529603,934,380,380,934380
16990,1529603,932,30,030,932030
16991,1529603,932,30,030,932030
16992,1529604,932,30,030,932030
16993,,,,000,000
16994,1529701,932,60,060,932060
16995,,,,000,000
16996,,,,000,000
16997,1529701,911,210,210,911210
16998,1529701,931,70,070,931070
16999,1529702,921,90,090,921090
17000,,,,000,000
17001,1529702,932,60,060,932060
17002,,,,000,000
17003,,,,000,000
17004,1529702,931,70,070,931070
17005,,,,000,000
17006,1529801,921,90,090,921090
17007,1529802,932,60,060,932060
17008,1529802,936,10,010,936010
17009,1529802,932,20,020,932020
17010,1529802,921,60,060,921060
17011,1529802,936,60,060,936060
17012,1529802,936,10,010,936010
17013,1529802,932,20,020,932020
17014,1529802,921,60,060,921060
17015,1529802,936,60,060,936060
17016,1529802,921,90,090,921090
17017,,,,000,000
17018,1530201,934,330,330,934330
17019,,,,000,000
17020,,,,000,000
17021,1530501,923,310,310,923310
17022,1530502,931,140,140,931140
17023,1530502,931,240,240,931240
17024,,,,000,000
17025,1530502,923,310,310,923310
17026,1530504,921,90,090,921090
17027,1530504,936,20,020,936020
17028,,,,000,000
17029,1530701,932,410,410,932410
17030,1530701,935,30,030,935030
17031,1530701,932,390,390,932390
17032,1530701,932,340,340,932340
17033,1530701,925,40,040,925040
17034,1530701,935,40,040,935040
17035,,,,000,000
17036,1530702,935,30,030,935030
17037,1530702,932,390,390,932390
17038,1530702,932,340,340,932340
17039,1530702,925,40,040,925040
17040,1530702,935,40,040,935040
17041,1530705,925,40,040,925040
17042,1532101,932,10,010,932010
17043,1532101,931,190,190,931190
17044,1532101,931,190,190,931190
17045,1532101,932,340,340,932340
17046,1532101,931,370,370,931370
17047,1532101,932,340,340,932340
17048,1532102,932,10,010,932010
17049,1532102,931,190,190,931190
17050,1532102,931,190,190,931190
17051,1532102,932,340,340,932340
17052,1532102,931,370,370,931370
17053,1532102,932,340,340,932340
17054,1532103,932,10,010,932010
17055,1532103,932,340,340,932340
17056,1532103,931,370,370,931370
17057,1532104,932,10,010,932010
17058,1532104,931,190,190,931190
17059,1532104,932,340,340,932340
17060,1532104,931,370,370,931370
17061,1532104,932,340,340,932340
17062,1532201,931,190,190,931190
17063,1532201,937,20,020,937020
17064,1532201,932,60,060,932060
17065,1532201,933,10,010,933010
17066,1532201,932,20,020,932020
17067,1532202,931,190,190,931190
17068,1532202,937,20,020,937020
17069,1532202,932,60,060,932060
17070,1532202,933,10,010,933010
17071,1532202,932,20,020,932020
17072,1532402,932,10,010,932010
17073,1532404,937,40,040,937040
17074,1532404,931,190,190,931190
17075,1532405,911,240,240,911240
17076,1532405,932,60,060,932060
17077,1532501,911,10,010,911010
17078,1532502,931,20,020,931020
17079,1532502,911,10,010,911010
17080,1532601,931,190,190,931190
17081,1532601,931,190,190,931190
17082,1532601,932,70,070,932070
17083,1532601,931,240,240,931240
17084,1532602,931,190,190,931190
17085,1532602,931,190,190,931190
17086,1532602,931,190,190,931190
17087,1532602,932,70,070,932070
17088,1532603,931,190,190,931190
17089,1532603,931,190,190,931190
17090,1532603,931,190,190,931190
17091,1532603,932,70,070,932070
17092,1532701,937,20,020,937020
17093,1532701,939,20,020,939020
17094,1532701,934,40,040,934040
17095,1532702,911,20,020,911020
17096,1532702,935,40,040,935040
17097,1532702,938,50,050,938050
17098,1532702,939,20,020,939020
17099,1532702,935,40,040,935040
17100,1532702,939,20,020,939020
17101,1532702,934,40,040,934040
17102,1532702,932,20,020,932020
17103,1532702,934,30,030,934030
17104,1532703,937,20,020,937020
17105,1532703,939,20,020,939020
17106,1532703,939,20,020,939020
17107,1532901,937,350,350,937350
17108,1532901,937,350,350,937350
17109,1532902,937,350,350,937350
17110,1532902,937,350,350,937350
17111,,,,000,000
17112,1533101,934,30,030,934030
17113,1533101,933,310,310,933310
17114,1533101,933,310,310,933310
17115,1533101,933,350,350,933350
17116,1533102,933,20,020,933020
17117,1533102,934,30,030,934030
17118,1533102,931,250,250,931250
17119,1533102,933,310,310,933310
17120,1533103,934,30,030,934030
